,Unnamed: 0.1,Unnamed: 0,date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
8554,8554,8554,2020-10-06,PR,696.0,519.0,1,177.0,,,322.0,0,,61.0,305972.0,0,,,395291.0,,33.0,25635.0,25635.0,238,0,26102.0,,,,20103.0,,,0,331607.0,238,,,,,,0,415664.0,0
8555,8555,8555,2020-10-06,RI,1125.0,,4,,2849.0,2849.0,93.0,14,,8.0,328485.0,2643,,,792349.0,,4.0,25596.0,,177,0,,,,,35665.0,,828014.0,7709,828014.0,7709,,,,,354081.0,2820,,0
8556,8556,8556,2020-10-06,SC,3471.0,3275.0,15,196.0,9331.0,9331.0,655.0,48,,167.0,1250166.0,13219,65534.0,,1205239.0,,87.0,152970.0,147800.0,811,0,7359.0,11303.0,,,192727.0,74949.0,,0,1403136.0,14030,72893.0,58125.0,,,,0,1397966.0,13903
8557,8557,8557,2020-10-06,SD,248.0,,0,,1670.0,1670.0,250.0,28,,,176601.0,756,,,,,,24876.0,,278,0,,,,,30918.0,20449.0,,0,294520.0,1902,,,,,201477.0,1034,294520.0,1902
8558,8558,8558,2020-10-06,TN,2621.0,2511.0,24,110.0,8976.0,8976.0,1115.0,53,,302.0,,0,,,2790974.0,,143.0,205375.0,196623.0,1676,0,,,,,240556.0,187026.0,,0,3031530.0,25345,,,,,,0,3031530.0,25345
8559,8559,8559,2020-10-06,TX,16111.0,,78,,,,3394.0,0,,1080.0,,0,,,,,,773435.0,773435.0,4132,0,38448.0,19665.0,,,843046.0,687277.0,,0,6872748.0,69861,421087.0,238557.0,,,,0,6872748.0,69861
8560,8560,8560,2020-10-06,UT,488.0,,6,,4058.0,4058.0,245.0,39,937.0,79.0,777621.0,1932,,,1031373.0,370.0,,79439.0,,716,0,,2371.0,,2242.0,86258.0,58534.0,,0,1117631.0,10769,,38427.0,,20689.0,854912.0,2250,1117631.0,10769
8561,8561,8561,2020-10-06,VA,3291.0,3077.0,15,214.0,11316.0,11316.0,926.0,57,,219.0,,0,,,,,104.0,153182.0,144987.0,625,0,10052.0,3982.0,,,173202.0,,2154168.0,14177,2154168.0,14177,144482.0,62702.0,,,,0,,0
8562,8562,8562,2020-10-06,VI,20.0,,0,,,,,0,,,20155.0,0,,,,,,1322.0,,0,0,,,,,,1283.0,,0,21477.0,0,,,,,21507.0,0,,0
8563,8563,8563,2020-10-06,VT,58.0,58.0,0,,,,1.0,0,,,164342.0,481,,,,,,1825.0,1821.0,4,0,,,,,,1632.0,,0,306090.0,902,,,,,166163.0,485,306090.0,902
8564,8564,8564,2020-10-06,WA,2158.0,2158.0,16,,7622.0,7622.0,347.0,-6,,64.0,,0,,,,,31.0,92853.0,91424.0,252,0,,,,,,,1951407.0,15508,1951407.0,15508,,,,,,0,,0
8565,8565,8565,2020-10-06,WI,1410.0,1399.0,18,11.0,7810.0,7810.0,853.0,108,1225.0,261.0,1482116.0,9539,,,,,,143730.0,136379.0,2075,0,,,,,,110110.0,2511073.0,23124,2511073.0,23124,,,,,1618495.0,11559,,0
8566,8566,8566,2020-10-06,WV,364.0,359.0,3,5.0,,,168.0,0,,65.0,,0,,,,,35.0,16936.0,16423.0,194,0,,,,,,12242.0,,0,594243.0,3148,17644.0,,,,,0,594243.0,3148
8567,8567,8567,2020-10-06,WY,53.0,,0,,304.0,304.0,44.0,10,,,99912.0,379,,,191790.0,,,6770.0,5751.0,141,0,,,,,6718.0,5418.0,,0,198508.0,5935,,,,,105663.0,470,198508.0,5935
8568,8568,8568,2020-10-05,AK,58.0,58.0,0,,325.0,325.0,45.0,1,,,,0,,,470291.0,,6.0,8643.0,,196,0,,,,,8790.0,5455.0,,0,479374.0,2556,,,,,,0,479374.0,2556
8569,8569,8569,2020-10-05,AL,2559.0,2417.0,1,142.0,17699.0,17699.0,791.0,279,1847.0,,1026591.0,4518,,,,1047.0,,159713.0,140922.0,544,0,,,,,,67948.0,,0,1167513.0,4995,,,59283.0,,1167513.0,4995,,0
8570,8570,8570,2020-10-05,AR,1447.0,1299.0,22,148.0,5586.0,5586.0,516.0,36,,233.0,995446.0,6409,,,995446.0,696.0,93.0,87430.0,83698.0,417,0,,,,4109.0,,79052.0,,0,1079144.0,6801,,,,22028.0,,0,1079144.0,6801
8571,8571,8571,2020-10-05,AS,0.0,,0,,,,,0,,,1616.0,0,,,,,,0.0,0.0,0,0,,,,,,,,0,1616.0,0,,,,,,0,1616.0,0
8572,8572,8572,2020-10-05,AZ,5707.0,5423.0,1,284.0,22303.0,22303.0,567.0,9,,134.0,1286540.0,6436,,,,,57.0,221070.0,216333.0,316,0,,,,,,,,0,2273690.0,7473,364033.0,,297329.0,,1502873.0,6742,2273690.0,7473
8573,8573,8573,2020-10-05,CA,16149.0,,29,,,,3146.0,0,,805.0,,0,,,,,,826784.0,826784.0,3055,0,,,,,,,,0,15301681.0,141394,,,,,,0,15301681.0,141394
8574,8574,8574,2020-10-05,CO,2069.0,1707.0,1,362.0,7693.0,7693.0,325.0,20,,,889084.0,6341,158899.0,,,,,73537.0,68449.0,461,0,11998.0,,,,,,1444262.0,13722,1444262.0,13722,170897.0,,,,957533.0,6774,,0
8575,8575,8575,2020-10-05,CT,4517.0,3619.0,4,898.0,11699.0,11699.0,129.0,0,,,,0,,,1839324.0,,,59120.0,56707.0,823,0,,,,,72526.0,9408.0,,0,1914226.0,7799,,,,,,0,1914226.0,7799
8576,8576,8576,2020-10-05,DC,631.0,,0,,,,95.0,0,,28.0,,0,,,,,12.0,15547.0,,28,0,,,,,,12306.0,401568.0,1743,401568.0,1743,,,,,219912.0,523,,0
8577,8577,8577,2020-10-05,DE,645.0,565.0,0,80.0,,,81.0,0,,20.0,274472.0,1626,,,,,,21363.0,20287.0,120,0,,,,,23850.0,10880.0,448345.0,5425,448345.0,5425,,,,,295835.0,1746,,0
8578,8578,8578,2020-10-05,FL,14886.0,,41,,45282.0,45282.0,2118.0,67,,,4694809.0,14394,478794.0,467286.0,6731612.0,,,709157.0,690604.0,1406,0,49819.0,,48639.0,,924053.0,,8307712.0,35365,8307712.0,35365,528773.0,,516042.0,,5398488.0,36162,7698475.0,29364
8579,8579,8579,2020-10-05,GA,7192.0,,30,,28987.0,28987.0,1822.0,29,5370.0,,,0,,,,,,323714.0,323714.0,789,0,25963.0,,,,303602.0,,,0,3032757.0,14139,306927.0,,,,,0,3032757.0,14139
8580,8580,8580,2020-10-05,GU,55.0,,3,,,,33.0,0,,13.0,49612.0,555,,,,,,2753.0,2751.0,54,0,3.0,2.0,,,,1895.0,,0,52365.0,609,189.0,2.0,,,,0,52361.0,1247
8581,8581,8581,2020-10-05,HI,156.0,156.0,3,,889.0,889.0,128.0,4,,39.0,293121.0,1893,,,,,29.0,12991.0,12804.0,70,0,,,,,12770.0,10446.0,431404.0,3561,431404.0,3561,,,,,305925.0,1963,436462.0,3751
8582,8582,8582,2020-10-05,IA,1389.0,,7,,,,389.0,0,,99.0,698554.0,2083,,56852.0,,,43.0,89460.0,89460.0,364,0,,,3497.0,3526.0,,71920.0,,0,788014.0,2447,,,60388.0,34953.0,789576.0,2449,,0
8583,8583,8583,2020-10-05,ID,482.0,442.0,2,40.0,1903.0,1903.0,152.0,3,466.0,49.0,278445.0,1569,,,,,,43964.0,39722.0,262,0,,,,,,22930.0,,0,318167.0,1797,,,,,318167.0,1797,,0
8584,8584,8584,2020-10-05,IL,9054.0,8805.0,14,249.0,,,1631.0,0,,382.0,,0,,,,,155.0,306133.0,303394.0,1853,0,,,,,,,,0,5924956.0,38538,,,,,,0,5924956.0,38538
8585,8585,8585,2020-10-05,IN,3681.0,3454.0,7,227.0,13239.0,13239.0,1019.0,91,2640.0,308.0,1299199.0,6282,,,,,103.0,125976.0,,830,0,,,,,127617.0,,,0,2226835.0,6242,,,,,1425175.0,7112,2226835.0,6242
8586,8586,8586,2020-10-05,KS,706.0,,8,,3036.0,3036.0,352.0,53,827.0,103.0,478398.0,8392,,,,261.0,33.0,62708.0,,1597,0,,,,,,,,0,541106.0,9989,,,,,541106.0,9989,,0
8587,8587,8587,2020-10-05,KY,1214.0,1202.0,5,12.0,5557.0,5557.0,563.0,195,1540.0,145.0,,0,,,,,,73158.0,63658.0,541,0,,,,,,12445.0,,0,1453778.0,19254,58800.0,27129.0,,,,0,1453778.0,19254
8588,8588,8588,2020-10-05,LA,5586.0,5396.0,9,190.0,,,547.0,0,,,2221083.0,7132,,,,,71.0,169937.0,168512.0,218,0,,,,,,154163.0,,0,2391020.0,7350,,,,,,0,2389595.0,7350
8589,8589,8589,2020-10-05,MA,9530.0,9315.0,20,215.0,12755.0,12755.0,473.0,6,,88.0,2184966.0,10800,,,,,33.0,135462.0,132905.0,515,0,,,,,173830.0,113768.0,,0,4371050.0,36549,,,121464.0,139854.0,2317871.0,11265,4371050.0,36549
8590,8590,8590,2020-10-05,MD,3961.0,3817.0,3,144.0,15745.0,15745.0,338.0,40,,85.0,1540526.0,7969,,123287.0,,,,127791.0,127791.0,501,0,,,11906.0,,153142.0,7657.0,,0,2734800.0,19570,,,135193.0,,1668317.0,8470,2734800.0,19570
8591,8591,8591,2020-10-05,ME,142.0,141.0,0,1.0,454.0,454.0,10.0,0,,1.0,,0,9945.0,,,,1.0,5545.0,4963.0,26,0,528.0,,,,5984.0,4807.0,,0,456763.0,4236,10487.0,,,,,0,456763.0,4236
8592,8592,8592,2020-10-05,MI,7139.0,6816.0,15,323.0,,,678.0,0,,158.0,,0,,,3676101.0,,67.0,142726.0,128923.0,1455,0,,,,,179005.0,99521.0,,0,3855106.0,55071,299146.0,,,,,0,3855106.0,55071
8593,8593,8593,2020-10-05,MN,2136.0,2083.0,3,53.0,7940.0,7940.0,367.0,53,2189.0,123.0,1389378.0,12985,,,,,,104799.0,104799.0,973,0,,,,,,94416.0,2169786.0,23375,2169786.0,23375,,,,,1494177.0,13958,,0
8594,8594,8594,2020-10-05,MO,2174.0,,1,,,,1201.0,0,,,1225250.0,6936,74599.0,,1774689.0,,,133418.0,133418.0,987,0,3893.0,3311.0,,,151860.0,,,0,1930086.0,13339,78620.0,15027.0,67695.0,10968.0,1358668.0,7923,1930086.0,13339
8595,8595,8595,2020-10-05,MP,2.0,2.0,0,,4.0,4.0,,0,,,15121.0,9,,,,,,75.0,75.0,2,0,,,,,,29.0,,0,15196.0,11,,,,,15196.0,14,20709.0,290
8596,8596,8596,2020-10-05,MS,3013.0,2765.0,0,248.0,6053.0,6053.0,554.0,78,,128.0,704655.0,65812,,,,,64.0,100703.0,92313.0,215,0,,,,,,90577.0,,0,805358.0,66027,40048.0,66989.0,,,,0,796968.0,68449
8597,8597,8597,2020-10-05,MT,190.0,,3,,754.0,754.0,201.0,10,,,,0,,,,,,14847.0,,212,0,,,,,,9649.0,,0,369975.0,12562,,,,,,0,369975.0,12562
8598,8598,8598,2020-10-05,NC,3637.0,3606.0,3,31.0,,,971.0,0,,274.0,,0,,,,,,219754.0,214209.0,2258,0,,,,,,,,0,3192516.0,26698,,4175.0,,,,0,3192516.0,26698
8599,8599,8599,2020-10-05,ND,280.0,,3,,939.0,939.0,112.0,14,226.0,24.0,224790.0,748,9487.0,,,,,23806.0,23795.0,311,0,471.0,,,,,19892.0,642669.0,4349,642669.0,4349,9958.0,49.0,,,248652.0,1060,666931.0,4647
8600,8600,8600,2020-10-05,NE,501.0,,4,,2397.0,2397.0,249.0,9,,,429145.0,3195,,,596884.0,,,47807.0,,404,0,,,,,57437.0,34613.0,,0,655531.0,5663,,,,,477266.0,3600,655531.0,5663
8601,8601,8601,2020-10-05,NH,444.0,,1,,743.0,743.0,22.0,0,236.0,,274187.0,3066,,,,,,8680.0,8472.0,35,0,,,,,,7746.0,,0,465878.0,0,32043.0,,31281.0,,282659.0,3095,465878.0,0
8602,8602,8602,2020-10-05,NJ,16138.0,14351.0,2,1787.0,23577.0,23577.0,507.0,17,,102.0,3549345.0,23453,,,,,34.0,214337.0,208713.0,579,0,,,,,,,,0,3763682.0,24032,,,,,,0,3758058.0,23964
8603,8603,8603,2020-10-05,NM,894.0,,2,,3581.0,3581.0,97.0,20,,,,0,,,,,,30632.0,,155,0,,,,,,17330.0,,0,954596.0,6651,,,,,,0,954596.0,6651
8604,8604,8604,2020-10-05,NV,1623.0,,0,,,,441.0,0,,114.0,634127.0,2838,,,,,64.0,82437.0,82437.0,337,0,,,,,,,1056059.0,2385,1056059.0,2385,,,,,715456.0,3252,1089057.0,6736
8605,8605,8605,2020-10-05,NY,25527.0,,8,,,,636.0,0,,149.0,,0,,,,,70.0,465515.0,,933,0,,,,,,,11297024.0,76404,11297024.0,76404,,,,,,0,,0
8606,8606,8606,2020-10-05,OH,4931.0,4622.0,6,309.0,15840.0,15840.0,657.0,73,3331.0,189.0,,0,,,,,90.0,159964.0,150761.0,1057,0,,,,,172123.0,137633.0,,0,3395399.0,35071,,,,,,0,3395399.0,35071
8607,8607,8607,2020-10-05,OK,1055.0,,3,,6674.0,6674.0,655.0,104,,228.0,1157074.0,0,,,1157074.0,,,91982.0,91982.0,665,0,4185.0,,,,102465.0,78155.0,,0,1249056.0,665,80939.0,,,,,0,1262313.0,0
8608,8608,8608,2020-10-05,OR,572.0,,1,,2618.0,2618.0,176.0,0,,48.0,670666.0,3274,,,1068089.0,,17.0,34770.0,,259,0,,,,,59320.0,5752.0,,0,1127409.0,6793,,,,,695616.0,0,1127409.0,6793
8609,8609,8609,2020-10-05,PA,8227.0,,11,,,,594.0,0,,,1940952.0,9317,,,,,75.0,164207.0,158663.0,672,0,,,,,,134649.0,3192420.0,20902,3192420.0,20902,,,,,2099615.0,9979,,0
8610,8610,8610,2020-10-05,PR,695.0,518.0,9,177.0,,,321.0,0,,56.0,305972.0,0,,,395291.0,,41.0,25397.0,25397.0,363,0,25908.0,,,,20103.0,,,0,331369.0,363,,,,,,0,415664.0,0
8611,8611,8611,2020-10-05,RI,1121.0,,1,,2835.0,2835.0,92.0,0,,7.0,325842.0,641,,,784802.0,,4.0,25419.0,,50,0,,,,,35503.0,,820305.0,1553,820305.0,1553,,,,,351261.0,691,,0
8612,8612,8612,2020-10-05,SC,3456.0,3258.0,3,198.0,9283.0,9283.0,593.0,24,,150.0,1236947.0,10443,65332.0,,1192640.0,,72.0,152159.0,147116.0,577,0,7320.0,11062.0,,,191423.0,74272.0,,0,1389106.0,11020,72652.0,55266.0,,,,0,1384063.0,10983
8613,8613,8613,2020-10-05,SD,248.0,,0,,1642.0,1642.0,241.0,10,,,175845.0,488,,,,,,24598.0,,180,0,,,,,30682.0,20076.0,,0,292618.0,2734,,,,,200443.0,668,292618.0,2734
8614,8614,8614,2020-10-05,TN,2597.0,2489.0,20,108.0,8923.0,8923.0,975.0,40,,269.0,,0,,,2767483.0,,122.0,203699.0,195220.0,2489,0,,,,,238702.0,185221.0,,0,3006185.0,44101,,,,,,0,3006185.0,44101
8615,8615,8615,2020-10-05,TX,16033.0,,8,,,,3318.0,0,,1107.0,,0,,,,,,769303.0,769303.0,3409,0,38354.0,19234.0,,,838058.0,683700.0,,0,6802887.0,20124,420372.0,229474.0,,,,0,6802887.0,20124
8616,8616,8616,2020-10-05,UT,482.0,,4,,4019.0,4019.0,222.0,39,928.0,74.0,775689.0,3477,,,1021751.0,366.0,,78723.0,,1105,0,,2330.0,,2202.0,85111.0,57965.0,,0,1106862.0,7533,,37827.0,,20437.0,852662.0,3904,1106862.0,7533
8617,8617,8617,2020-10-05,VA,3276.0,3063.0,3,213.0,11259.0,11259.0,925.0,38,,213.0,,0,,,,,101.0,152557.0,144439.0,687,0,10036.0,3808.0,,,172487.0,,2139991.0,26113,2139991.0,26113,144360.0,57839.0,,,,0,,0
8618,8618,8618,2020-10-05,VI,20.0,,0,,,,,0,,,20155.0,243,,,,,,1322.0,,-5,0,,,,,,1283.0,,0,21477.0,238,,,,,21507.0,238,,0
8619,8619,8619,2020-10-05,VT,58.0,58.0,0,,,,1.0,0,,,163861.0,892,,,,,,1821.0,1817.0,33,0,,,,,,1625.0,,0,305188.0,4538,,,,,165678.0,925,305188.0,4538
8620,8620,8620,2020-10-05,WA,2142.0,2142.0,0,,7628.0,7628.0,367.0,17,,78.0,,0,,,,,29.0,92601.0,91178.0,403,0,,,,,,,1935899.0,12943,1935899.0,12943,,,,,,0,,0
8621,8621,8621,2020-10-05,WI,1392.0,1381.0,4,11.0,7702.0,7702.0,782.0,56,1212.0,209.0,1472577.0,6864,,,,,,141655.0,134359.0,1727,0,,,,,,108371.0,2487949.0,21775,2487949.0,21775,,,,,1606936.0,8560,,0
8622,8622,8622,2020-10-05,WV,361.0,353.0,3,5.0,,,165.0,0,,60.0,,0,,,,,28.0,16742.0,16251.0,114,0,,,,,,12051.0,,0,591095.0,6440,17545.0,,,,,0,591095.0,6440
8623,8623,8623,2020-10-05,WY,53.0,,0,,294.0,294.0,36.0,12,,,99533.0,2469,,,186140.0,,,6629.0,5660.0,125,0,,,,,6433.0,5272.0,,0,192573.0,6539,,,,,105193.0,2840,192573.0,6539
8624,8624,8624,2020-10-04,AK,58.0,58.0,0,,324.0,324.0,51.0,2,,,,0,,,467883.0,,6.0,8447.0,,141,0,,,,,8642.0,5281.0,,0,476818.0,3562,,,,,,0,476818.0,3562
8625,8625,8625,2020-10-04,AL,2558.0,2416.0,0,142.0,17420.0,17420.0,757.0,0,1845.0,,1022073.0,5754,,,,1046.0,,159169.0,140445.0,789,0,,,,,,67948.0,,0,1162518.0,6473,,,59243.0,,1162518.0,6473,,0
8626,8626,8626,2020-10-04,AR,1425.0,1278.0,18,147.0,5550.0,5550.0,499.0,23,,228.0,989037.0,7150,,,989037.0,691.0,88.0,87013.0,83306.0,488,0,,,,4083.0,,78358.0,,0,1072343.0,7605,,,,21860.0,,0,1072343.0,7605
8627,8627,8627,2020-10-04,AS,0.0,,0,,,,,0,,,1616.0,0,,,,,,0.0,0.0,0,0,,,,,,,,0,1616.0,0,,,,,,0,1616.0,0
8628,8628,8628,2020-10-04,AZ,5706.0,5422.0,1,284.0,22294.0,22294.0,545.0,14,,133.0,1280104.0,7647,,,,,59.0,220754.0,216027.0,355,0,,,,,,,,0,2266217.0,10587,362622.0,,296568.0,,1496131.0,7986,2266217.0,10587
8629,8629,8629,2020-10-04,CA,16120.0,,46,,,,3129.0,0,,787.0,,0,,,,,,823729.0,823729.0,4293,0,,,,,,,,0,15160287.0,161399,,,,,,0,15160287.0,161399
8630,8630,8630,2020-10-04,CO,2068.0,1706.0,8,362.0,7673.0,7673.0,303.0,7,,,882743.0,7903,158572.0,,,,,73076.0,68016.0,521,0,11967.0,,,,,,1430540.0,16204,1430540.0,16204,170539.0,,,,950759.0,8420,,0
8631,8631,8631,2020-10-04,CT,4513.0,3614.0,0,899.0,11699.0,11699.0,110.0,0,,,,0,,,1831677.0,,,58297.0,55862.0,0,0,,,,,72382.0,9408.0,,0,1906427.0,9772,,,,,,0,1906427.0,9772
8632,8632,8632,2020-10-04,DC,631.0,,2,,,,95.0,0,,29.0,,0,,,,,15.0,15519.0,,46,0,,,,,,12299.0,399825.0,2276,399825.0,2276,,,,,219389.0,756,,0
8633,8633,8633,2020-10-04,DE,645.0,565.0,0,80.0,,,82.0,0,,20.0,272846.0,1513,,,,,,21243.0,20167.0,118,0,,,,,23695.0,10806.0,442920.0,4602,442920.0,4602,,,,,294089.0,1631,,0
8634,8634,8634,2020-10-04,FL,14845.0,,42,,45215.0,45215.0,2040.0,64,,,4680415.0,18547,478794.0,467286.0,6704124.0,,,707751.0,689253.0,1786,0,49819.0,,48639.0,,922273.0,,8272347.0,49430,8272347.0,49430,528773.0,,516042.0,,5362326.0,-190,7669111.0,33650
8635,8635,8635,2020-10-04,GA,7162.0,,28,,28958.0,28958.0,1764.0,34,5363.0,,,0,,,,,,322925.0,322925.0,847,0,25887.0,,,,302744.0,,,0,3018618.0,17237,306554.0,,,,,0,3018618.0,17237
8636,8636,8636,2020-10-04,GU,52.0,,1,,,,29.0,0,,12.0,49057.0,0,,,,,,2699.0,2697.0,0,0,3.0,2.0,,,,1887.0,,0,51756.0,0,184.0,2.0,,,,0,51114.0,0
8637,8637,8637,2020-10-04,HI,153.0,153.0,11,,885.0,885.0,128.0,5,,39.0,291228.0,1803,,,,,29.0,12921.0,12734.0,133,0,,,,,12696.0,10415.0,427843.0,4982,427843.0,4982,,,,,303962.0,1936,432711.0,4965
8638,8638,8638,2020-10-04,IA,1382.0,,5,,,,392.0,0,,104.0,696471.0,3632,,56820.0,,,39.0,89096.0,89096.0,626,0,,,3488.0,3502.0,,71600.0,,0,785567.0,4258,,,60347.0,34814.0,787127.0,4271,,0
8639,8639,8639,2020-10-04,ID,480.0,440.0,6,40.0,1900.0,1900.0,152.0,7,465.0,49.0,276876.0,1571,,,,,,43702.0,39494.0,464,0,,,,,,22744.0,,0,316370.0,1928,,,,,316370.0,1928,,0
8640,8640,8640,2020-10-04,IL,9040.0,8791.0,17,249.0,,,1521.0,0,,384.0,,0,,,,,140.0,304280.0,301541.0,1453,0,,,,,,,,0,5886418.0,51656,,,,,,0,5886418.0,51656
8641,8641,8641,2020-10-04,IN,3674.0,3447.0,5,227.0,13148.0,13148.0,950.0,80,2618.0,279.0,1292917.0,8501,,,,,102.0,125146.0,,1087,0,,,,,127140.0,,,0,2220593.0,8383,,,,,1418063.0,9588,2220593.0,8383
8642,8642,8642,2020-10-04,KS,698.0,,0,,2983.0,2983.0,352.0,0,817.0,103.0,470006.0,0,,,,259.0,33.0,61111.0,,0,0,,,,,,,,0,531117.0,0,,,,,531117.0,0,,0
8643,8643,8643,2020-10-04,KY,1209.0,1197.0,4,12.0,5362.0,5362.0,600.0,0,1538.0,129.0,,0,,,,,,72617.0,63189.0,616,0,,,,,,12121.0,,0,1434524.0,0,58712.0,27000.0,,,,0,1434524.0,0
8644,8644,8644,2020-10-04,LA,5577.0,5387.0,32,190.0,,,518.0,0,,,2213951.0,25328,,,,,68.0,169719.0,168294.0,893,0,,,,,,154163.0,,0,2383670.0,26221,,,,,,0,2382245.0,26221
8645,8645,8645,2020-10-04,MA,9510.0,9295.0,3,215.0,12749.0,12749.0,438.0,4,,83.0,2174166.0,18355,,,,,27.0,134947.0,132440.0,644,0,,,,,173288.0,113768.0,,0,4334501.0,68715,,,121397.0,138291.0,2306606.0,18981,4334501.0,68715
8646,8646,8646,2020-10-04,MD,3958.0,3814.0,1,144.0,15705.0,15705.0,320.0,35,,77.0,1532557.0,9651,,123287.0,,,,127290.0,127290.0,471,0,,,11906.0,,152548.0,7653.0,,0,2715230.0,26364,,,135193.0,,1659847.0,10122,2715230.0,26364
8647,8647,8647,2020-10-04,ME,142.0,141.0,0,1.0,454.0,454.0,11.0,0,,2.0,,0,9906.0,,,,1.0,5519.0,4944.0,33,0,525.0,,,,5960.0,4782.0,,0,452527.0,7934,10445.0,,,,,0,452527.0,7934
8648,8648,8648,2020-10-04,MI,7124.0,6801.0,0,323.0,,,678.0,0,,158.0,,0,,,3623003.0,,62.0,141271.0,127516.0,0,0,,,,,177032.0,99521.0,,0,3800035.0,0,297983.0,,,,,0,3800035.0,0
8649,8649,8649,2020-10-04,MN,2133.0,2080.0,7,53.0,7887.0,7887.0,,41,2177.0,,1376393.0,16648,,,,,,103826.0,103826.0,1039,0,,,,,,93148.0,2146411.0,30373,2146411.0,30373,,,,,1480219.0,17687,,0
8650,8650,8650,2020-10-04,MO,2173.0,,4,,,,1135.0,0,,,1218314.0,9863,74499.0,,1762433.0,,,132431.0,132431.0,1326,0,3879.0,3311.0,,,150807.0,,,0,1916747.0,18569,78506.0,14987.0,67615.0,10942.0,1350745.0,11189,1916747.0,18569
8651,8651,8651,2020-10-04,MP,2.0,2.0,0,,4.0,4.0,,0,,,15112.0,0,,,,,,73.0,73.0,0,0,,,,,,29.0,,0,15185.0,0,,,,,15182.0,0,20419.0,0
8652,8652,8652,2020-10-04,MS,3013.0,2765.0,2,248.0,5975.0,5975.0,515.0,0,,132.0,638843.0,0,,,,,69.0,100488.0,92154.0,321,0,,,,,,89737.0,,0,739331.0,321,38720.0,55946.0,,,,0,728519.0,0
8653,8653,8653,2020-10-04,MT,187.0,,1,,744.0,744.0,191.0,3,,,,0,,,,,,14635.0,,279,0,,,,,,9597.0,,0,357413.0,2630,,,,,,0,357413.0,2630
8654,8654,8654,2020-10-04,NC,3634.0,3603.0,5,31.0,,,907.0,0,,266.0,,0,,,,,,217496.0,211961.0,610,0,,,,,,,,0,3165818.0,31889,,3996.0,,,,0,3165818.0,31889
8655,8655,8655,2020-10-04,ND,277.0,,3,,925.0,925.0,100.0,13,222.0,21.0,224042.0,1170,9487.0,,,,,23495.0,23484.0,411,0,470.0,,,,,19497.0,638320.0,6021,638320.0,6021,9957.0,49.0,,,247592.0,1586,662284.0,6310
8656,8656,8656,2020-10-04,NE,497.0,,4,,2388.0,2388.0,249.0,9,,,425950.0,2959,,,591688.0,,,47403.0,,426,0,,,,,56981.0,34395.0,,0,649868.0,5236,,,,,473666.0,3385,649868.0,5236
8657,8657,8657,2020-10-04,NH,443.0,,1,,743.0,743.0,23.0,0,236.0,,271121.0,0,,,,,,8645.0,8472.0,48,0,,,,,,7710.0,,0,465878.0,4829,32043.0,,31231.0,,279564.0,0,465878.0,4829
8658,8658,8658,2020-10-04,NJ,16136.0,14349.0,1,1787.0,23560.0,23560.0,480.0,49,,107.0,3525892.0,60394,,,,,32.0,213758.0,208202.0,701,0,,,,,,,,0,3739650.0,61095,,,,,,0,3734094.0,61967
8659,8659,8659,2020-10-04,NM,892.0,,2,,3561.0,3561.0,91.0,12,,,,0,,,,,,30477.0,,181,0,,,,,,17270.0,,0,947945.0,6433,,,,,,0,947945.0,6433
8660,8660,8660,2020-10-04,NV,1623.0,,3,,,,442.0,0,,140.0,631289.0,2787,,,,,68.0,82100.0,82100.0,392,0,,,,,,,1053674.0,4767,1053674.0,4767,,,,,712204.0,3212,1082321.0,6505
8661,8661,8661,2020-10-04,NY,25519.0,,14,,,,618.0,0,,138.0,,0,,,,,67.0,464582.0,,1222,0,,,,,,,11220620.0,110329,11220620.0,110329,,,,,,0,,0
8662,8662,8662,2020-10-04,OH,4925.0,4617.0,0,308.0,15767.0,15767.0,694.0,32,3320.0,216.0,,0,,,,,102.0,158907.0,149762.0,941,0,,,,,171023.0,137038.0,,0,3360328.0,42134,,,,,,0,3360328.0,42134
8663,8663,8663,2020-10-04,OK,1052.0,,1,,6570.0,6570.0,655.0,0,,228.0,1157074.0,0,,,1157074.0,,,91317.0,91317.0,569,0,4185.0,,,,102465.0,77606.0,,0,1248391.0,569,80939.0,,,,,0,1262313.0,0
8664,8664,8664,2020-10-04,OR,571.0,,8,,2618.0,2618.0,176.0,0,,48.0,667392.0,4262,,,1061560.0,,17.0,34511.0,,348,0,,,,,59056.0,5752.0,,0,1120616.0,9903,,,,,695616.0,0,1120616.0,9903
8665,8665,8665,2020-10-04,PA,8216.0,,17,,,,603.0,0,,,1931635.0,26664,,,,,70.0,163535.0,158001.0,2251,0,,,,,,134098.0,3171518.0,24723,3171518.0,24723,,,,,2089636.0,28759,,0
